position,title,address,website,phone,order_online,rating,reviews,price,thumbnail,unclaimed_listing,type,types,service_options,hours,operating_hours,place_id,data_id,data_cid,gps_coordinates
1,Tokyo Port Museum,"2 Chome-4 Aomi, Koto City, Tokyo 135-0064, Japan",,,,4.6,5,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uJz-Bo7JFm4c08WQcocPfw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=321.64426&pitch=0&thumbfov=100,TRUE,Museum,"[
  ""Museum""
]",,,,ChIJ47bIhUSJGGARCfLebt7FH6g,0x6018894485c8b6e3:0xa81fc5de6edef209,12114619081783439881,"{
  ""latitude"": 35.6176515,
  ""longitude"": 139.7782877
}"
2,The National Museum of Emerging Science and Innovation (Miraikan),"2 Chome-3-6 Aomi, Koto City, Tokyo 135-0064, Japan",https://www.miraikan.jst.go.jp/,+81 3-3570-9151,,4.1,14357,,https://lh5.googleusercontent.com/p/AF1QipOIVi9VEyz1jwl68M7dd4K6k96W1Uq4c4HbQdTf=w122-h92-k-no,,Science museum,"[
  ""Science museum"",
  ""Museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 10 AM Wed,"{
  ""tuesday"": ""Closed"",
  ""wednesday"": ""10 AM–5 PM"",
  ""thursday"": ""10 AM–5 PM"",
  ""friday"": ""10 AM–5 PM"",
  ""saturday"": ""10 AM–5 PM"",
  ""sunday"": ""10 AM–5 PM"",
  ""monday"": ""10 AM–5 PM""
}",ChIJz_149P6JGGARoImMn3NlsfY,0x601889fef478fdcf:0xf6b165739f8c89a0,17776100751480490400,"{
  ""latitude"": 35.619335899999996,
  ""longitude"": 139.7763995
}"
3,teamLab Planets TOKYO DMM,"6 Chome-1-16 Toyosu, Koto City, Tokyo 135-0061, Japan",https://www.teamlab.art/jp/e/planets/,,,4.5,36122,,https://lh5.googleusercontent.com/p/AF1QipPftxoTRHN-N8ak17bcKY4DZNKWu-mZ7Jim6E5S=w122-h92-k-no,,Modern art museum,"[
  ""Modern art museum"",
  ""Museum"",
  ""Theme park"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 9 AM,"{
  ""tuesday"": ""9 AM–10 PM"",
  ""wednesday"": ""9 AM–10 PM"",
  ""thursday"": ""Closed"",
  ""friday"": ""9 AM–10 PM"",
  ""saturday"": ""9 AM–10 PM"",
  ""sunday"": ""9 AM–10 PM"",
  ""monday"": ""9 AM–10 PM""
}",ChIJSeco5wiJGGARItbTS8lQ5G0,0x60188908e728e749:0x6de450c94bd3d622,7918542870314997282,"{
  ""latitude"": 35.6491207,
  ""longitude"": 139.7897739
}"
4,The Gundam Base Tokyo,"Japan, 〒135-0064 Tokyo, Koto City, Aomi, 1 Chome−1−10, ダイバーシティ東京 プラザ７F",https://www.gundam-base.net/,+81 3-6426-0780,,4.5,16294,,https://lh5.googleusercontent.com/p/AF1QipOC5ihylxTI8E1UfOJNYgnMGrgI-6yKshY5ROmX=w163-h92-k-no,TRUE,Toy store,"[
  ""Toy store"",
  ""Hobby store"",
  ""Tourist attraction"",
  ""Toy museum""
]",,Closed ⋅ Opens 11 AM,"{
  ""tuesday"": ""11 AM–8 PM"",
  ""wednesday"": ""11 AM–8 PM"",
  ""thursday"": ""11 AM–8 PM"",
  ""friday"": ""11 AM–8 PM"",
  ""saturday"": ""10 AM–9 PM"",
  ""sunday"": ""10 AM–9 PM"",
  ""monday"": ""11 AM–8 PM""
}",ChIJIy1S0_mJGGAR2d0UgvPKUPg,0x601889f9d3522d23:0xf850caf38214ddd9,17893024466751249881,"{
  ""latitude"": 35.6254768,
  ""longitude"": 139.77613829999999
}"
5,"Museum of Marine Science, Tokyo University of Marine Science and Technology","Lecture Room Building, 内, 4 Chome-5-7 Konan, Minato City, Tokyo 108-8477, Japan",https://www.s.kaiyodai.ac.jp/msm/index.html,+81 3-5463-0430,,4.4,124,,https://lh5.googleusercontent.com/p/AF1QipOrQWHwUe0RPqb8h2YAR4s2V7IlzCNxUQHwl5nJ=w122-h92-k-no,TRUE,Museum,"[
  ""Museum"",
  ""Natural history museum"",
  ""Science museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 10 AM,"{
  ""tuesday"": ""10 AM–4 PM"",
  ""wednesday"": ""10 AM–4 PM"",
  ""thursday"": ""10 AM–4 PM"",
  ""friday"": ""10 AM–4 PM"",
  ""saturday"": ""Closed"",
  ""sunday"": ""Closed"",
  ""monday"": ""10 AM–4 PM""
}",ChIJ9aawRUGKGGARtp40czt54S4,0x60188a4145b0a6f5:0x2ee1793b73349eb6,3378114491747442358,"{
  ""latitude"": 35.627522299999995,
  ""longitude"": 139.7482052
}"
6,WHAT MUSEUM,"Japan, 〒140-0002 Tokyo, Shinagawa City, Higashishinagawa, 2 Chome−6−10, G号, 寺田倉庫",https://what.warehouseofart.org/,,,4.2,174,,https://lh5.googleusercontent.com/p/AF1QipM-OSFqFXA1XN2QD76UduxfyVZu5ddnYwcgsz59=w138-h92-k-no,,Modern art museum,"[
  ""Modern art museum"",
  ""Art museum"",
  ""Museum""
]",,Closed ⋅ Opens 11 AM,"{
  ""tuesday"": ""11 AM–6 PM"",
  ""wednesday"": ""11 AM–6 PM"",
  ""thursday"": ""11 AM–3 PM"",
  ""friday"": ""11 AM–6 PM"",
  ""saturday"": ""11 AM–6 PM"",
  ""sunday"": ""11 AM–6 PM"",
  ""monday"": ""Closed""
}",ChIJp39ByceLGGARrE8X0wVJIVk,0x60188bc7c9417fa7:0x59214905d3174fac,6422494832972222380,"{
  ""latitude"": 35.6207667,
  ""longitude"": 139.7486878
}"
7,small worlds miniature museum,"有明物流センター, 1 Chome-3-33 Ariake, Koto City, Tokyo 135-0063, Japan",https://www.smallworlds.jp/,,,4.5,4031,,https://lh5.googleusercontent.com/p/AF1QipPkE_WtMejSmpzZGS72JqblM17EWdFe3Zg2G5r0=w122-h92-k-no,,Theme park,"[
  ""Theme park"",
  ""Art museum"",
  ""Cafe"",
  ""Cafeteria""
]",,Closed ⋅ Opens 9 AM,"{
  ""tuesday"": ""9 AM–7 PM"",
  ""wednesday"": ""9 AM–7 PM"",
  ""thursday"": ""9 AM–7 PM"",
  ""friday"": ""9 AM–7 PM"",
  ""saturday"": ""9 AM–7 PM"",
  ""sunday"": ""9 AM–7 PM"",
  ""monday"": ""9 AM–7 PM""
}",ChIJZRKFm-eJGGARglEoaF4NcC8,0x601889e79b851265:0x2f700d5e68285182,3418246816299766146,"{
  ""latitude"": 35.6379228,
  ""longitude"": 139.7883556
}"
8,Yamato Group History Museum,"ヤマト運輸港南ビル 2F, 2 Chome-13-26 Konan, Minato City, Tokyo 108-0075, Japan",https://www.yamato-hd.co.jp/museum/,+81 3-6756-7222,,4.4,222,,https://lh5.googleusercontent.com/p/AF1QipNIftTtm16SUHdwNO2uUGgMHn6ncmMu_fp4nVY6=w122-h92-k-no,TRUE,Museum,"[
  ""Museum"",
  ""Exhibit"",
  ""History museum""
]",,Closed ⋅ Opens 10 AM,"{
  ""tuesday"": ""10 AM–5 PM"",
  ""wednesday"": ""10 AM–5 PM"",
  ""thursday"": ""10 AM–5 PM"",
  ""friday"": ""10 AM–5 PM"",
  ""saturday"": ""10 AM–5 PM"",
  ""sunday"": ""10 AM–5 PM"",
  ""monday"": ""Closed""
}",ChIJz6ys4VuLGGARPmq8g7aZ5Tw,0x60188b5be1acaccf:0x3ce599b683bc6a3e,4388082421115677246,"{
  ""latitude"": 35.6265651,
  ""longitude"": 139.7451697
}"
9,MAKI Collection,"Japan, 〒140-0002 Tokyo, Shinagawa City, Higashishinagawa, 1 Chome−33−10, 1F MAKI 内",http://www.makigallery.com/,+81 3-6434-7705,,4.6,12,,https://lh5.googleusercontent.com/p/AF1QipOq6h4zeHnfH4apQ4BjX6Zd2jkLhWFdHAR-MlWs=w137-h92-k-no,,Modern art museum,"[
  ""Modern art museum""
]",,Closed ⋅ Opens 11:30 AM,"{
  ""tuesday"": ""11:30 AM–7 PM"",
  ""wednesday"": ""11:30 AM–7 PM"",
  ""thursday"": ""11:30 AM–7 PM"",
  ""friday"": ""11:30 AM–7 PM"",
  ""saturday"": ""11:30 AM–7 PM"",
  ""sunday"": ""Closed"",
  ""monday"": ""Closed""
}",ChIJp6-EC2WLGGARsZbVgDr_LBA,0x60188b650b84afa7:0x102cff3a80d596b1,1165587030316783281,"{
  ""latitude"": 35.6191655,
  ""longitude"": 139.7465863
}"
10,Mori Art Museum,"Roppongi Hills Mori Tower, 53階, 6 Chome-10-1 Roppongi, Minato City, Tokyo 106-6150, Japan",https://www.mori.art.museum/jp/,+81 50-5541-8600,,4.3,6305,,https://lh5.googleusercontent.com/p/AF1QipOb-PCZfIWxLUC4tSG-YVBQoK_1g-ElM41bRsz3=w122-h92-k-no,,Modern art museum,"[
  ""Modern art museum"",
  ""Museum""
]",,Closed ⋅ Opens 10 AM,"{
  ""tuesday"": ""10 AM–5 PM"",
  ""wednesday"": ""10 AM–10 PM"",
  ""thursday"": ""10 AM–10 PM"",
  ""friday"": ""10 AM–10 PM"",
  ""saturday"": ""10 AM–10 PM"",
  ""sunday"": ""10 AM–10 PM"",
  ""monday"": ""10 AM–10 PM""
}",ChIJg5RCD3eLGGAR6dbIHRM98w8,0x60188b770f429483:0xff33d131dc8d6e9,1149329482222982889,"{
  ""latitude"": 35.6604621,
  ""longitude"": 139.7292785
}"
11,Keio Museum Commons,"2 Chome-14-6 Mita, Minato City, Tokyo 108-0073, Japan",https://kemco.keio.ac.jp/,+81 3-5427-2021,,4.4,19,,https://lh5.googleusercontent.com/p/AF1QipMz_g0th3bnD425iwjwCcHxIwZFbQFySAwBjyvn=w137-h92-k-no,,Museum,"[
  ""Museum""
]",,Closed ⋅ Opens 11 AM,"{
  ""tuesday"": ""11 AM–6 PM"",
  ""wednesday"": ""11 AM–6 PM"",
  ""thursday"": ""11 AM–6 PM"",
  ""friday"": ""11 AM–6 PM"",
  ""saturday"": ""Closed"",
  ""sunday"": ""Closed"",
  ""monday"": ""11 AM–6 PM""
}",ChIJmbkTHqyLGGARrEtUkb7pBDE,0x60188bac1e13b999:0x3104e9be91544bac,3532205012456590252,"{
  ""latitude"": 35.6487839,
  ""longitude"": 139.7443222
}"
12,Landscape with the Ship Science Museum (100 views of Shinagawa),"3 Higashiyashio, Shinagawa City, Tokyo 135-0092, Japan",,,,4.4,5,,https://lh5.googleusercontent.com/p/AF1QipOtfIXC9hqsjZtN3axPrjjcTw54SCzOyOwtf2pb=w80-h106-k-no,TRUE,Maritime museum,"[
  ""Maritime museum""
]",,,,ChIJF4mPXV2JGGARuEd26OHh-jM,0x6018895d5d8f8917:0x33fae1e1e87647b8,3745554400495945656,"{
  ""latitude"": 35.6208688,
  ""longitude"": 139.77295479999998
}"
13,Roppongi Museum,"5 Chome-6-20 Roppongi, Minato City, Tokyo 106-0032, Japan",https://roppongimuseum.jp/,+81 3-6328-3005,,4.4,1757,,https://lh5.googleusercontent.com/p/AF1QipOQtAaAghGMRLFQFEA0x36_efFRaxA8OSnHYJQ=w163-h92-k-no,,Museum,"[
  ""Museum""
]",,Closed ⋅ Opens 10 AM,"{
  ""tuesday"": ""10 AM–6 PM"",
  ""wednesday"": ""10 AM–6 PM"",
  ""thursday"": ""10 AM–6 PM"",
  ""friday"": ""10 AM–6 PM"",
  ""saturday"": ""10 AM–6 PM"",
  ""sunday"": ""10 AM–6 PM"",
  ""monday"": ""10 AM–6 PM""
}",ChIJT3cmqWSLGGARkvKasB510zA,0x60188b64a926774f:0x30d3751eb09af292,3518284508578902674,"{
  ""latitude"": 35.6596985,
  ""longitude"": 139.73406169999998
}"
14,Tokyo Metropolitan Teien Art Museum,"5 Chome-21-9 Shirokanedai, Minato City, Tokyo 108-0071, Japan",https://www.teien-art-museum.ne.jp/,+81 50-5541-8600,,4.4,4059,,https://lh5.googleusercontent.com/p/AF1QipNvzvvtSl6eTV0fHa6tVjxqaGLC2q0nvZ3mi7b_=w122-h92-k-no,,Art museum,"[
  ""Art museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 10 AM,"{
  ""tuesday"": ""10 AM–6 PM"",
  ""wednesday"": ""10 AM–6 PM"",
  ""thursday"": ""10 AM–6 PM"",
  ""friday"": ""10 AM–6 PM"",
  ""saturday"": ""10 AM–6 PM"",
  ""sunday"": ""10 AM–6 PM"",
  ""monday"": ""Closed""
}",ChIJQS7vBxuLGGAR-Grk6oJ8etw,0x60188b1b07ef2e41:0xdc7a7c82eae46af8,15887147537231276792,"{
  ""latitude"": 35.6369465,
  ""longitude"": 139.7190408
}"
15,The Museum of Package Culture,"Osaki Forest Building, 2 Chome-18-1 Higashigotanda, Shinagawa City, Tokyo 141-0022, Japan",https://package-museum.jp/,+81 3-4531-4446,,4.2,89,,https://lh5.googleusercontent.com/p/AF1QipMGfPAFDfuwfZ-blj9X1Y4Iq-rTVuiAnTRSGq_h=w122-h92-k-no,,Technology museum,"[
  ""Technology museum"",
  ""Museum"",
  ""Tourist attraction""
]",,Closed ⋅ Opens 9 AM,"{
  ""tuesday"": ""9 AM–5 PM"",
  ""wednesday"": ""9 AM–5 PM"",
  ""thursday"": ""9 AM–5 PM"",
  ""friday"": ""9 AM–5 PM"",
  ""saturday"": ""Closed"",
  ""sunday"": ""Closed"",
  ""monday"": ""9 AM–5 PM""
}",ChIJt1WQoPeKGGAR-35Dy1V0lbo,0x60188af7a09055b7:0xba957455cb437efb,13444780174415724283,"{
  ""latitude"": 35.6240801,
  ""longitude"": 139.729491
}"
