position,title,address,website,phone,order_online,rating,reviews,price,thumbnail,unclaimed_listing,type,types,service_options,hours,operating_hours,place_id,data_id,data_cid,gps_coordinates
1,Urban Dock LaLaport Toyosu2,"2 Chome-1-14 Toyosu, Koto City, Tokyo 135-0061, Japan",https://mitsui-shopping-park.com/lalaport/toyosu/,+81 3-6910-1234,,3.8,1323,,https://lh5.googleusercontent.com/p/AF1QipNv1ETEB_cReEtKLsfbAyD8Ma1RXlCUQDPBnE5k=w122-h92-k-no,TRUE,Shopping mall,"[
  ""Shopping mall""
]",,Closed ⋅ Opens 10 AM,"{
  ""saturday"": ""10 AM–9 PM"",
  ""sunday"": ""10 AM–9 PM"",
  ""monday"": ""11 AM–9 PM"",
  ""tuesday"": ""11 AM–9 PM"",
  ""wednesday"": ""11 AM–9 PM"",
  ""thursday"": ""11 AM–9 PM"",
  ""friday"": ""11 AM–9 PM""
}",ChIJdXLK96GJGGARPTXMEDQTK10,0x601889a1f7ca7275:0x5d2b133410cc353d,6713480783866901821,"{
  ""latitude"": 35.6559601,
  ""longitude"": 139.7941244
}"
2,DiverCity Tokyo Plaza,"1 Chome-1-10 Aomi, Koto City, Tokyo 135-0064, Japan",https://mitsui-shopping-park.com/divercity-tokyo/,+81 570-012-780,,4.2,30010,,https://lh5.googleusercontent.com/p/AF1QipN6edZ8cTgXZqM0raScWW0tcCcRkQdjfVuB3ZBk=w138-h92-k-no,,Shopping mall,"[
  ""Shopping mall""
]","{
  ""onsite_services"": true
}",Closed ⋅ Opens 10 AM,"{
  ""saturday"": ""10 AM–9 PM"",
  ""sunday"": ""10 AM–9 PM"",
  ""monday"": ""11 AM–8 PM"",
  ""tuesday"": ""11 AM–8 PM"",
  ""wednesday"": ""11 AM–8 PM"",
  ""thursday"": ""11 AM–8 PM"",
  ""friday"": ""11 AM–8 PM""
}",ChIJpbpu0_mJGGARd9sJ-psh9Gc,0x601889f9d36ebaa5:0x67f4219bfa09db77,7490649034022574967,"{
  ""latitude"": 35.6251856,
  ""longitude"": 139.77563139999998
}"
3,Grandberry Park,"3 Chome-4-1 Tsuruma, Machida, Tokyo 194-8589, Japan",https://gbp.minamimachida-grandberrypark.com/,+81 42-788-0109,,4,9747,,https://lh5.googleusercontent.com/p/AF1QipPxjEdqzFuRl26_8-Ir9dsyxspA1HZrmHS7MAvf=w122-h92-k-no,,Shopping mall,"[
  ""Shopping mall"",
  ""Department store"",
  ""Outlet mall""
]","{
  ""in_store_shopping"": true,
  ""onsite_services"": true
}",Closed ⋅ Opens 10 AM,"{
  ""saturday"": ""10 AM–8 PM"",
  ""sunday"": ""10 AM–8 PM"",
  ""monday"": ""10 AM–8 PM"",
  ""tuesday"": ""10 AM–8 PM"",
  ""wednesday"": ""10 AM–8 PM"",
  ""thursday"": ""10 AM–8 PM"",
  ""friday"": ""10 AM–8 PM""
}",ChIJfcGgjJT4GGARXDgNXKx42KE,0x6018f8948ca0c17d:0xa1d878ac5c0d385c,11662203916749977692,"{
  ""latitude"": 35.5100027,
  ""longitude"": 139.4707904
}"
4,Mitsui Outlet Park Makuhari,"2 Chome-６-1 Hibino, Mihama Ward, Chiba, 261-0021, Japan",https://mitsui-shopping-park.com/mop/makuhari/,+81 43-212-8200,,3.8,9253,,https://lh5.googleusercontent.com/p/AF1QipPPkL9Bo3HuSfygJugv2i6bJQTuLcQiBc9f9vT-=w138-h92-k-no,,Outlet mall,"[
  ""Outlet mall"",
  ""Shopping mall""
]","{
  ""onsite_services"": true
}",Closed ⋅ Opens 10 AM,"{
  ""saturday"": ""10 AM–8 PM"",
  ""sunday"": ""10 AM–8 PM"",
  ""monday"": ""10 AM–8 PM"",
  ""tuesday"": ""10 AM–8 PM"",
  ""wednesday"": ""10 AM–8 PM"",
  ""thursday"": ""10 AM–8 PM"",
  ""friday"": ""10 AM–8 PM""
}",ChIJ__9vix-CImARLs7fd64mSY4,0x6022821f8b6fffff:0x8e4926ae77dfce2e,10252768557462965806,"{
  ""latitude"": 35.6472857,
  ""longitude"": 140.0413817
}"
5,Mitsui Outlet Park Kisarazu,"3 Chome-１-1 Kanedahigashi, Kisarazu, Chiba 292-0009, Japan",https://mitsui-shopping-park.com/mop/kisarazu/,+81 438-38-6100,,4,15674,$$,https://lh5.googleusercontent.com/p/AF1QipPK-9M4iost_lBxpZEyO5eCx2FUtDjdPr0dFCXo=w122-h92-k-no,,Outlet mall,"[
  ""Outlet mall"",
  ""Shopping mall""
]","{
  ""onsite_services"": true
}",Closed ⋅ Opens 10 AM,"{
  ""saturday"": ""10 AM–8 PM"",
  ""sunday"": ""10 AM–8 PM"",
  ""monday"": ""10 AM–8 PM"",
  ""tuesday"": ""10 AM–8 PM"",
  ""wednesday"": ""10 AM–8 PM"",
  ""thursday"": ""10 AM–8 PM"",
  ""friday"": ""10 AM–8 PM""
}",ChIJL6_Sv4lzGGARwjaD7LL2agk,0x60187389bfd2af2f:0x96af6b2ec8336c2,678625942205314754,"{
  ""latitude"": 35.4340459,
  ""longitude"": 139.9344002
}"
6,Shopping Mall SHOPS,"3 Chome-28-16 Onitaka, Ichikawa, Chiba 272-0015, Japan",https://shops.biz-agora.com/,+81 47-370-8311,,3.6,2204,,https://lh5.googleusercontent.com/p/AF1QipPvMyp-BNDuAJaKO7nDr2fnNvW9A9M-NaUkydcD=w122-h92-k-no,TRUE,Shopping mall,"[
  ""Shopping mall""
]","{
  ""onsite_services"": true
}",Closed ⋅ Opens 9:30 AM,"{
  ""saturday"": ""9:30 AM–11:30 PM"",
  ""sunday"": ""9:30 AM–11:30 PM"",
  ""monday"": ""9:30 AM–11:30 PM"",
  ""tuesday"": ""9:30 AM–11:30 PM"",
  ""wednesday"": ""9:30 AM–11:30 PM"",
  ""thursday"": ""9:30 AM–11:30 PM"",
  ""friday"": ""9:30 AM–11:30 PM""
}",ChIJizlDrtKAGGAR3tt9WVW5tVQ,0x601880d2ae43398b:0x54b5b955597ddbde,6103988646195354590,"{
  ""latitude"": 35.7085709,
  ""longitude"": 139.9366158
}"
7,Ikspiari,"１-4 Maihama, Urayasu, Chiba 279-8529, Japan",https://www.ikspiari.com/,+81 47-305-2525,,4.2,13480,,https://lh5.googleusercontent.com/p/AF1QipM-UyrqzxueW4LHW4VhK_BIavl6T23XGvXIOLMZ=w122-h92-k-no,,Shopping mall,"[
  ""Shopping mall""
]","{
  ""onsite_services"": true
}",Closed ⋅ Opens 10 AM,"{
  ""saturday"": ""10 AM–10:30 PM"",
  ""sunday"": ""10 AM–10:30 PM"",
  ""monday"": ""10 AM–10:30 PM"",
  ""tuesday"": ""10 AM–10:30 PM"",
  ""wednesday"": ""10 AM–10:30 PM"",
  ""thursday"": ""10 AM–10:30 PM"",
  ""friday"": ""10 AM–10:30 PM""
}",ChIJD_d5KxB9GGARF-0vk3_BVTo,0x60187d102b79f70f:0x3a55c17f932fed17,4203478580894625047,"{
  ""latitude"": 35.6339458,
  ""longitude"": 139.8862298
}"
8,MINOWORLD,"1 Chome-8-1 Higashinippori, Arakawa City, Tokyo 116-0014, Japan",,,,3.1,29,,https://lh5.googleusercontent.com/p/AF1QipM8zyUbpAIvPVJYRkegMSt8aXWvaB-agJToCgM-=w138-h92-k-no,TRUE,Shopping mall,"[
  ""Shopping mall""
]",,Closed ⋅ Opens 10 AM,"{
  ""saturday"": ""10 AM–8 PM"",
  ""sunday"": ""10 AM–8 PM"",
  ""monday"": ""10 AM–8 PM"",
  ""tuesday"": ""10 AM–8 PM"",
  ""wednesday"": ""10 AM–8 PM"",
  ""thursday"": ""10 AM–8 PM"",
  ""friday"": ""10 AM–8 PM""
}",ChIJZQjCFIqOGGARusyfJA_A7bI,0x60188e8a14c20865:0xb2edc00f249fccba,12893172479503092922,"{
  ""latitude"": 35.7312776,
  ""longitude"": 139.7894261
}"
9,Tanger Outlets Southaven,"5205 Airways Blvd, Southaven, MS 38671",https://www.tangeroutlet.com/southaven,(662) 349-1701,,4.5,6988,,https://lh5.googleusercontent.com/p/AF1QipPEhrmp635fCw7Rmjl2Iak-oWxiEEQ6jo01W9t2=w122-h92-k-no,,Outlet mall,"[
  ""Outlet mall""
]","{
  ""in_store_shopping"": true,
  ""onsite_services"": true
}",Opens soon ⋅ 10 AM,"{
  ""friday"": ""10 AM–9 PM"",
  ""saturday"": ""10 AM–9 PM"",
  ""sunday"": ""11 AM–7 PM"",
  ""monday"": ""10 AM–8 PM"",
  ""tuesday"": ""10 AM–8 PM"",
  ""wednesday"": ""10 AM–8 PM"",
  ""thursday"": ""10 AM–8 PM""
}",ChIJX_MnNw6Kf4gRGPqsGAu180A,0x887f8a0e3727f35f:0x40f3b50b18acfa18,4680283497031334424,"{
  ""latitude"": 34.9362555,
  ""longitude"": -89.9916172
}"
10,Shibuya Hikarie,"2 Chome-21-1 Shibuya, Tokyo 150-8510, Japan",https://www.hikarie.jp/,+81 3-5468-5892,,3.9,14219,,https://lh5.googleusercontent.com/p/AF1QipMNtRG0kzojfMl0_bcVIBBrRGa0lnyktnQ-e-gt=w122-h92-k-no,,Shopping mall,"[
  ""Shopping mall"",
  ""Business park"",
  ""Store""
]","{
  ""onsite_services"": true
}",Closed ⋅ Opens 11 AM,"{
  ""saturday"": ""11 AM–9 PM"",
  ""sunday"": ""11 AM–8 PM"",
  ""monday"": ""11 AM–9 PM"",
  ""tuesday"": ""11 AM–9 PM"",
  ""wednesday"": ""11 AM–9 PM"",
  ""thursday"": ""11 AM–9 PM"",
  ""friday"": ""11 AM–9 PM""
}",ChIJP6jlUFiLGGAR5fwuswd1KXA,0x60188b5850e5a83f:0x70297507b32efce5,8082119682224487653,"{
  ""latitude"": 35.6591239,
  ""longitude"": 139.7037298
}"
